idx,metrics,AD_type,judge_value,y_pred,y_true
47,290.903936453103,OAD,103.16139849408466,67.04324,53.0
48,294.85188600305196,OAD,103.16139849408466,66.97174,64.0
49,282.5737251409577,OAD,103.16139849408466,80.658325,92.0
50,308.41457275619507,OAD,103.16139849408466,78.98882,86.0
51,285.84686416536056,OAD,103.16139849408466,76.76884,75.0
52,311.39130300047157,OAD,103.16139849408466,68.06799,66.0
53,264.0555470028878,OAD,103.16139849408466,77.50264,80.0
54,365.467468420762,OAD,103.16139849408466,71.84457,63.0
55,292.26325308500554,OAD,103.16139849408466,70.07171,76.0
56,355.27987997224164,OAD,103.16139849408466,72.11201,89.0
57,365.3618618148587,OAD,103.16139849408466,60.064,66.0
58,375.1303996205929,OAD,103.16139849408466,28.372742,0.0
59,285.7530469046483,OAD,103.16139849408466,67.13555,87.0
60,376.7465383700739,OAD,103.16139849408466,71.83596,84.0
61,413.92624688148925,OAD,103.16139849408466,76.6775,82.0
62,430.29012591647046,OAD,103.16139849408466,79.02204,80.0
63,283.6511870021594,OAD,103.16139849408466,72.6724,89.0
64,358.07463705679845,OAD,103.16139849408466,49.918755,86.0
65,378.48119994657526,OAD,103.16139849408466,72.578224,62.0
66,412.94310050426793,OAD,103.16139849408466,78.20697,73.0
67,555.959700930913,OAD,103.16139849408466,57.654087,89.0
68,549.5495008207299,OAD,103.16139849408466,61.929836,87.0
69,564.806715984404,OAD,103.16139849408466,61.728317,81.0
70,614.3170044546996,OAD,103.16139849408466,64.581436,88.0
71,582.5892457062488,OAD,103.16139849408466,52.800102,90.0
72,464.27013095215545,OAD,103.16139849408466,57.066017,83.0
73,528.6313550285053,OAD,103.16139849408466,59.79353,88.0
74,565.5633803691741,OAD,103.16139849408466,63.789352,92.0
75,535.0180986125393,OAD,103.16139849408466,55.46233,89.0
76,599.3463879917463,OAD,103.16139849408466,56.049282,93.0
77,533.6127784787636,OAD,103.16139849408466,51.699345,86.0
78,630.1734522215461,OAD,103.16139849408466,41.56948,71.0
79,576.4215853155665,OAD,103.16139849408466,55.548622,78.0
80,560.6344499503277,OAD,103.16139849408466,57.78488,83.0
81,544.9852790049009,OAD,103.16139849408466,52.66015,80.0
82,588.2663607171106,OAD,103.16139849408466,54.14326,76.0
83,528.5559047076874,OAD,103.16139849408466,51.497074,75.0
84,484.10647292332635,OAD,103.16139849408466,49.73403,71.0
85,528.5559047076874,OAD,103.16139849408466,51.497074,72.0
86,399.25389204830776,OAD,103.16139849408466,64.7111,95.0
87,400.0426688085008,OAD,103.16139849408466,68.43697,93.0
88,357.9288376169129,OAD,103.16139849408466,65.35015,92.0
89,366.230167479073,OAD,103.16139849408466,57.893375,90.0
90,477.8221934547712,OAD,103.16139849408466,65.45242,93.0
91,392.15498628761475,OAD,103.16139849408466,59.104862,91.0
92,460.0900752225112,OAD,103.16139849408466,60.027893,94.0
93,455.8653667947061,OAD,103.16139849408466,61.771034,91.0
94,114.8804871187082,OAD,103.16139849408466,74.04172,5.0
95,114.8804871187082,OAD,103.16139849408466,74.04172,50.0
96,114.8804871187082,OAD,103.16139849408466,74.04172,95.0
97,120.3757761579902,OAD,103.16139849408466,67.03874,85.0
98,107.42353533719509,OAD,103.16139849408466,76.02675,95.0
99,126.01766005853662,OAD,103.16139849408466,44.511826,66.0
100,199.72964296594466,OAD,103.16139849408466,59.595726,17.0
101,190.96553160683862,OAD,103.16139849408466,64.847565,11.0
102,166.850994090666,OAD,103.16139849408466,62.241146,0.0
103,142.29403225681403,OAD,103.16139849408466,72.320854,93.0
104,169.88724132269672,OAD,103.16139849408466,33.339016,65.0
105,139.58611677924137,OAD,103.16139849408466,52.261242,38.0
106,179.62853961402112,OAD,103.16139849408466,71.05,85.0
107,278.7727432849852,OAD,103.16139849408466,37.05094,8.0
108,152.20102651922454,OAD,103.16139849408466,78.69457,83.0
109,189.51840464049894,OAD,103.16139849408466,72.05205,78.0
110,180.47413014169058,OAD,103.16139849408466,90.102974,91.0
111,234.28533565483542,OAD,103.16139849408466,78.5673,89.0
112,112.79264973778005,OAD,103.16139849408466,58.327953,86.0
113,143.60544635978223,OAD,103.16139849408466,71.073425,82.0
114,151.92819728285943,OAD,103.16139849408466,72.39569,80.0
115,150.287745239686,OAD,103.16139849408466,79.84014,82.0
116,336.6345246432904,OAD,103.16139849408466,62.96813,86.0
117,300.1927911102781,OAD,103.16139849408466,82.01017,95.0
118,329.2125094992625,OAD,103.16139849408466,77.13615,86.0
119,111.497794136171,OAD,103.16139849408466,87.3638,92.0
120,129.02735428377738,OAD,103.16139849408466,89.60073,88.0
121,216.5750067105527,OAD,103.16139849408466,75.46073,72.0
122,188.94822788690033,OAD,103.16139849408466,70.165115,81.0
123,214.89986607537327,OAD,103.16139849408466,71.726875,80.0
