idx,metrics,AD_type,y_pred,y_true
2078,3.0539134,OAD,72.49532,13.0
2079,3.462324,OAD,58.94747,14.0
2080,3.4234407,OAD,63.98384,0.0
2081,2.2700968,OAD,73.68071,90.0
2082,2.2700968,OAD,73.68071,71.0
2083,3.4328177,OAD,76.26545,67.0
2084,2.8447073,OAD,80.18836,84.0
2085,7.1076975,OAD,55.692497,39.0
2086,3.3439255,OAD,67.79376,55.0
2087,5.305103,OAD,60.91806,67.0
2088,5.551283,OAD,63.327377,72.0
2089,3.4344385,OAD,71.7172,88.0
2090,3.4534645,OAD,70.88862,84.0
2091,2.3403156,OAD,65.65652,81.0
2092,3.2879312,OAD,61.582447,70.0
2093,2.8959877,OAD,83.98404,71.0
2094,4.5391507,OAD,75.92253,86.0
2095,2.3200567,OAD,83.83806,87.0
2096,2.9130607,OAD,65.288185,82.0
2097,1.9356246,OAD,49.17839,70.0
2098,4.0892367,OAD,60.2164,82.0
2099,6.477511,OAD,25.555958,0.0
2100,2.7123923,OAD,69.46173,70.0
2101,2.1921668,OAD,68.657,72.0
2102,3.3540852,OAD,64.27586,55.0
2103,1.1332676,IAD,66.89502,72.0
2229,2.9047406,OAD,68.26342,88.0
2230,2.1192164,OAD,68.71482,88.0
2231,2.8460808,OAD,71.80847,87.0
2232,3.6777937,OAD,64.63937,86.0
2233,2.6709154,OAD,66.321655,89.0
2234,2.8386078,OAD,65.96903,89.0
2235,4.1480865,OAD,69.39924,85.0
2236,7.7664337,OAD,53.397995,46.0
2237,5.970684,OAD,48.309193,50.0
2238,6.220799,OAD,73.41663,48.0
2239,4.952199,OAD,53.160763,45.0
2240,6.5424724,OAD,50.893063,38.0
2241,4.249775,OAD,61.965363,71.0
2242,4.5744333,OAD,39.862297,72.0
2243,5.3732834,OAD,66.68995,36.0
2244,5.2842274,OAD,53.55482,14.0
2245,1.8837788,OAD,72.691734,92.0
2246,4.234224,OAD,75.96959,88.0
2247,3.511338,OAD,68.63912,90.0
2248,2.6408672,OAD,83.39309,95.0
2249,5.662289,OAD,57.948128,96.0
2250,4.1513715,OAD,71.06445,93.0
2251,2.459124,OAD,75.700035,90.0
2252,5.54242,OAD,51.73927,92.0
2253,4.845634,OAD,75.49992,96.0
